关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
人工智能,5273219086944033,不少美国民众担忧数据中心会推高电力需求，可能导致电费上涨，微软、谷歌、OpenAI、亚马逊、Meta、xAI和甲骨文这七大科技巨头签署自主供电承诺。也就是说，人工智能大厂们得自己供电，怎么供？自己建发电厂吗？没有自己发的电就不准他建数据中心？这会大幅增加科技巨头的资本支出，负债增加 ...全文,,无,,,Thu Mar 05 21:21:05 +0800 2026,财经观察官 财经博主,30,4,11
人工智能,5273233864789417,【消息称 Anthropic 重启与美国国防部谈判，OpenAI“抢单”局面生变】谈判核心在于 Anthropic 要求美方保证其 AI 不用于大规模监控和自主武器。若达成协议，美军可恢复使用其技术，同时降低公司被列入黑名单的风险。目前 OpenAI 已与五角大楼达成协议，行业格局或生变。#AI 伦理# #人工智能军事应用# ,,https://wx1.sinaimg.cn/orj360/001ZzMwgly1iawfnn4ukrj61400k1k3e02.jpg,,,Thu Mar 05 22:19:48 +0800 2026,IT之家（www.ithome.com）官方微博,1,0,1
人工智能,5273211216595878,机器人，人工智能，创业板，还有天弘恒科，这些基都是在高位区域清仓的。不是卖在最高点，我没那个本事，只是在相对高位清仓。这些基里，恒科是回调最多的机器人，人工智能，创业板，之后有合适机会还会买回来的基金 ,,https://wx1.sinaimg.cn/orj360/005P3Fgdgy1iawd0f2i3jj30u00z6acz.jpg,,,Thu Mar 05 20:49:48 +0800 2026,头像本人,72,0,30
人工智能,5273233735816034,#十五五规划里的个人机遇#【首次提出智能经济新形态！#智能经济有望成经济转型关键突破#】“智能经济新形态”在今年《政府工作报告》中首次提出。多家金融机构专家和首席经济学家表示，智能经济未来有望成为新质生产力发展的核心抓手与经济转型的关键突破。专家指出，智能经济是以人工智能为核心驱动力 ...全文,,无,"https://f.video.weibocdn.com/o0/rxcu8Npzlx08vPMoFrvO01041200jiKX0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729219&ssig=b9xTkMEweS&KID=unistore,video",,Thu Mar 05 22:19:17 +0800 2026,中央广播电视总台,5,2,1
人工智能,5273233206023369,#2025年300万UP主获得收入# B站今天发了2025年全年财报，数据很感人啊，日活用户有了10%的增长，广告营收同比上升了27%，全年总营收到了303.5亿。国创和人工智能内容播放时常增长了50%，这就是时代脉搏啊，小破站确实是全网最好的AI内容学习平台了~亚马逊的资深首席科学家在上面教课，叫 跟李 ...全文,,https://wx3.sinaimg.cn/orj360/7cec4492gy1iawfkwzx7yj20j65gsnpe.jpg,,,Thu Mar 05 22:17:11 +0800 2026,2024微博年度新知博主 科技博主,137,19,10
人工智能,5273232887253918,【知乎周源：#建议建立AI漫剧侵权快速处置机制#，打击“洗稿”】#AI漫剧洗稿侵权速度远超维权#AI技术的发展又催生出新的文化品类——漫剧。这是一种利用生成式人工智能技术，将网络短篇故事IP通过多模态大模型直接转化为动态影像的新型内容形态。2025年以来，这一行业呈现出高速扩张态势。市场预测显示 ...全文,,https://wx1.sinaimg.cn/orj360/001Ni6Xvgy1iawfjcxiw3j61e81hkwna02.jpg,,,Thu Mar 05 22:15:55 +0800 2026,《南方都市报》官方微博,3,0,0
人工智能,5273184968114733,最近 AI 数据中心在美国遇到越来越大的政治压力。FT 报道称，特朗普在白宫会见 Google、Microsoft、Meta、OpenAI、Amazon、Oracle、xAI 等科技公司高管时表示，AI 行业现在需要一些“公关帮助”。原因是大量数据中心建设正在引发社区反弹，很多地方居民担心数据中心会推高电价、消耗大量能源，并给当 ...全文,,无,,,Thu Mar 05 19:05:30 +0800 2026,投资内容创作者 AI博主,27,0,0
人工智能,5273231932263926,2026年六大潜力科技方向及核心要点如下：1. 电网：涵盖特高压设备、智能电网、电网数字化、储能与配套，涉及国电南瑞、特变电工、宁德时代等企业，覆盖从输电到储能的全链条。2. 芯片半导体：分为设计（逻辑/存储/功率芯片等）、制造（晶圆/外延片）、封装测试、设备材料，包含寒武纪、中芯国际、北 ...全文,,无,,,Thu Mar 05 22:12:07 +0800 2026,iPhone客户端,9,2,0
人工智能,5273231603013665,【“敲敲”告诉我丨当苗绣遇见AI 两位代表的“数字织造”之约】当千年贵州非遗遇上人工智能，大山里的绣娘指尖技艺如何绽放数字时代新光彩？来自贵州的全国人大代表夏华和来自四川的全国人大代表钟波再度在两会现场相遇，围绕科技与传统文化深度融合展开深入交流。#春天里的两会##2026全国两会贵州声音 ...全文,,无,"https://f.video.weibocdn.com/u0/wlLTZS0Egx08vPLP8aRG01041200x0Bo0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729219&ssig=WrJaf7n3bP&KID=unistore,video",,Thu Mar 05 22:10:49 +0800 2026,贵州广播电视台新闻中心,0,0,0
人工智能,5273231603013665,【“敲敲”告诉我丨当苗绣遇见AI 两位代表的“数字织造”之约】当千年贵州非遗遇上人工智能，大山里的绣娘指尖技艺如何绽放数字时代新光彩？来自贵州的全国人大代表夏华和来自四川的全国人大代表钟波再度在两会现场相遇，围绕科技与传统文化深度融合展开深入交流。#春天里的两会##2026全国两会贵州声音 ...全文,,无,"https://f.video.weibocdn.com/u0/wlLTZS0Egx08vPLP8aRG01041200x0Bo0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729221&ssig=vp6rK05WYF&KID=unistore,video",,Thu Mar 05 22:10:49 +0800 2026,贵州广播电视台新闻中心,0,0,0
人工智能,5273145516755609,很多人流量越大就越赚钱，不是这样的。流量大，首先你讲的东西要大多数人能看懂，他能看懂而且觉得好，才会转发，才会觉得厉害。但是，大多数人都能看懂的，这个内容能有多大的深度呢？能有多厉害呢？没有深度，又有多大价值呢？流量大，当然有价值，有传播价值，而不是那个内容有多大价值。这种 ...全文,,无,,,Thu Mar 05 16:28:44 +0800 2026,科技博主,20,2,3
人工智能,5273231181481269,发布了头条文章：《入门OpenClaw，玩转skill的3个技巧》 #人工智能﻿﻿#  入门OpenClaw，玩转skill的3个技巧 ,,无,,,Thu Mar 05 22:09:08 +0800 2026,AI博主,1,0,0
人工智能,5273230672662025,#建议加强中小学逻辑教育#【全国人大代表张巧良：AI时代要加强中小学逻辑教育】全国人大代表、山东康桥律师事务所首席合伙人张巧良建议，在人工智能时代，要深化中小学逻辑教育、全面提升青少年理性素养。#2026全国两会报道# 这已经是张巧良连续第二年提出类似建议。他在建议中说，当前，生成式人工 ...全文,,无,,,Thu Mar 05 22:07:07 +0800 2026,第一财经,3,1,0
人工智能,5273229738380464,明日热点前瞻：AI算力+电网设备成主线！ 今日市场呈现冲高回落走势，在外围市场带动下高开后震荡整理，全天缩量拉升、主力资金午后有所流出，最终收出小幅放量阴十字星，市场仍受消息面影响较大，明日整体走势需关注晚间欧美市场表现，结构性机会依旧是市场核心。结合最新消息与资金动向，明日重点关 ...全文,,无,,,Thu Mar 05 22:03:24 +0800 2026,微博原创视频博主,1,0,0
人工智能,5273199229276193,【登上新闻联播！冯丹代表为湖北打造世界级存算一体化产业基地建言】今晚，全国人大代表、华中科技大学副校长冯丹的建议亮相《新闻联播》！她呼吁支持#湖北打造世界级存算一体化产业基地#，强调“十五五”时期数智赋能是高质量发展强大动能，湖北正加快建设，为国家在“人工智能+”新时代掌握战略主动 ...全文,,无,"https://f.video.weibocdn.com/o0/7pM4eISFlx08vPCXC3WU010412004yuf0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729221&ssig=pb1KjgIRmF&KID=unistore,video",,Thu Mar 05 20:02:10 +0800 2026,湖北省人民政府新闻办公室官方微博,12041,2461,159
人工智能,5273229594728144,【亚马逊推出人工智能平台 自动化医疗行政流程】亚马逊旗下云业务部门 AWS 周四宣布，推出一款人工智能驱动平台，旨在改善患者就医体验，并减少医疗机构的行政工作负担。这款由自主智能体驱动的平台Amazon Connect Health可与电子病历系统集成，协助医护人员完成患者身份核验、预约挂号、整理病史、临 ...全文,,无,,,Thu Mar 05 22:02:50 +0800 2026,微博发布平台专业版,0,0,0
人工智能,5273214537695558,马斯克旗下的Grok人工智能好玩啊，把殖人都怼破换了，骂它是小粉红，间谍AI。在伊朗防务上，殖人瞎扯伊朗被美国轰炸很惨，是中国防空武器不行。结果GROK骂殖人瞎扯淡中国，伊朗根本就没有中国的防空导弹。又对贬低中国军力的怼回去，不听指令了。grok把西方茧房都打破了。 ,,"https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq8z0g0j20u01vvaie.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfrw1wxdj20z00tqq6q.jpg,https://wx1.sinaimg.cn/orj360/d827c8d6gy1iavfq31ljej20pm1a0q8l.jpg,https://wx4.sinaimg.cn/orj360/d827c8d6gy1iavfq1hi2wj20u01sxjyh.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq2gwmkj20u01de7ai.jpg,https://wx2.sinaimg.cn/orj360/d827c8d6gy1iavfq2qoqnj20j60simz0.jpg",,,Thu Mar 05 21:03:00 +0800 2026,柏林工业大学珠三角校友俱乐部 理事,317,34,46
人工智能,5273228881691700,#代表称房地产有望成为消费新动能#【全国人大代表彭寿：房地产有望成为消费新动能】3月5日，十四届全国人大四次会议开幕。全国人大代表、中国工程院院士、中国建材集团首席科学家彭寿在人民大会堂接受包括第一财经记者在内的媒体采访时表示，房地产将会成为消费新动能，拉动新材料、人工智能、数字经济 ...全文,,无,"https://f.video.weibocdn.com/o0/O1KIBe2Hlx08vPhGOf6g010412006os60E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729221&ssig=T4yCbXcERM&KID=unistore,video",,Thu Mar 05 22:00:00 +0800 2026,《中国经营报》官方微博,0,6,3
人工智能,5273228177572887,【盖茨的“核动力”算力野心：美国近十年来首个商业核电站获批，瞄准AI电荒】据科技媒体3月5日报道，由比尔·盖茨（Bill Gates）创立的核能初创公司TerraPower（泰拉能源）已正式获得美国核管理委员会（NRC）的批准，将在怀俄明州建造一座下一代核反应堆。这是美国历史上首个获得联邦许可的商业规模先 ...全文,,无,,,Thu Mar 05 21:57:12 +0800 2026,海外资讯博主（美国）,6,5,0
人工智能,5273227169630682,#孔玮老师直播# @孔玮老师 孔庆东强调成长在于自知，及正确的人生定位，并探讨人工智能对人类工作的影响。 博学视界的微博视频 ,,无,"https://f.video.weibocdn.com/o0/Rog5VWb1lx08vPKAbtzO01041200tDE60E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729229&ssig=1HG5dcpVSa&KID=unistore,video",,Thu Mar 05 21:53:12 +0800 2026,教育博主 人文艺术博主,2,0,0
人工智能,5273226632499132,核电行业背后的6家巨头公司近一年，全球核电产业正迎来一波显著的复兴浪潮，其驱动力主要来自应对气候变化的紧迫需求、保障能源安全的战略考量，以及数字经济（特别是人工智能与数据中心）爆发式增长带来的巨大电力需求。据预计，2025年全球核能发电量有望创下历史新高，目前有超过40个国家已制定计 ...全文,,无,,,Thu Mar 05 21:51:04 +0800 2026,iPhone客户端,5,1,0
人工智能,5273202121251008,Apple Music / 苹果音乐 即将推出AI生成内容标识，用于标注在封面（Artwork）、曲目（Track）、作曲（Composition）以及音乐视频（Music Video）中是否使用人工智能。其中，封面艺术 (Artwork) 标识会显示在专辑页面上，当专辑封面（静态或动态）的大部分内容由 AI 生成时，平台则会添加相应标识。 ,,"https://wx1.sinaimg.cn/orj360/007zme8Qgy1iawc041qt4j30wr1dr12e.jpg,https://wx1.sinaimg.cn/orj360/007zme8Qgy1iawbzf2cgij30xc0iqq35.jpg",,,Thu Mar 05 20:13:40 +0800 2026,Billboard中国 · 音乐推广达人,220,12,21
人工智能,5272849384216691,特变电工，股价从11元，涨到14元特变电工，股价从15元，涨到19元特变电工，股价从20元，涨到23元特变电工，股价从24元，涨到27元特变电工，股价从28元，涨到31元特变电工，目前的股价是30.87元对应的市值是1560亿人民币，公司注册和办公地址都在新疆自治区，昌吉市，北京南路，公司主营业 ...全文,,无,,,Wed Mar 04 20:52:01 +0800 2026,投资内容创作者 情感博主 微博原创视频博主,68,0,13
人工智能,5273219401518045,明天周五开盘，注意了，紧急提醒2.5亿股民，A股传来2个重磅消息，不废话，直接说重点：消息一、马斯克：特斯拉可能会率先打造出人形通用人工智能解读：马斯克说，特斯拉将成为研发通用人工智能的公司之一，并且很可能是首个打造出人形通用机器人的智能企业，并且在随后的一段时间会逐步停产加州的 ...全文,,https://wx3.sinaimg.cn/orj360/006d9EuVgy1iawdzu5ch7j30ty1ga464.jpg,,,Thu Mar 05 21:22:20 +0800 2026,微博原创视频博主 微博VLOG博主 美妆博主,19,0,2
人工智能,5273224872464157,大侄子们委屈极了，grok怎么不听话呢？只骂他们不骂五毛。 ,,"https://wx2.sinaimg.cn/orj360/b4b5059agy1iawelxsm24j20zo0m9gow.jpg,https://wx4.sinaimg.cn/orj360/b4b5059agy1iawelxfmj2j20zo0ntjvh.jpg",,,Thu Mar 05 21:44:04 +0800 2026,文玩收藏博主,120,5,14
人工智能,5273224791457962,【财联社3月5日#晚间新闻精选#】1、3月6日下午3时举行经济主题记者会，郑栅洁、蓝佛安、王文涛、潘功胜、吴清出席。2、工信部部长李乐成表示，“人工智能+制造”是必答题、不是选择题，今年将大力推动。3、央行公告，为保持银行体系流动性充裕，3月6日将开展8000亿元买断式逆回购操作。4、《政府工 ...全文,,https://wx4.sinaimg.cn/orj360/aafc85c3gy1iawem18qvzj20u024p151.jpg,,,Thu Mar 05 21:43:44 +0800 2026,财联社（https://www.cls.cn）官方微博,34,15,5
人工智能,5272844598778494,【#米莱发特朗普变没马杜罗与哈梅内伊AI视频#】4日，阿根廷总统米莱在社交平台发布一段人工智能生成的视频，画面中，美国总统特朗普以“魔术师”形象出现，将委内瑞拉总统马杜罗与伊朗最高领袖哈梅内伊置于红布之下。随后，在意大利总理梅洛尼、萨尔瓦多总统布克莱、以色列总理内塔尼亚胡及米莱本人的 ...全文,,无,"https://f.video.weibocdn.com/o0/NebbFCXOlx08vNRaIUG40104120034Od0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729225&ssig=TNCpnN%2Fkp7&KID=unistore,video",,Wed Mar 04 20:33:00 +0800 2026,Ruptly国际新闻视频通讯社,205,40,36
人工智能,5273224791457962,【财联社3月5日#晚间新闻精选#】1、3月6日下午3时举行经济主题记者会，郑栅洁、蓝佛安、王文涛、潘功胜、吴清出席。2、工信部部长李乐成表示，“人工智能+制造”是必答题、不是选择题，今年将大力推动。3、央行公告，为保持银行体系流动性充裕，3月6日将开展8000亿元买断式逆回购操作。4、《政府工 ...全文,,https://wx4.sinaimg.cn/orj360/aafc85c3gy1iawem18qvzj20u024p151.jpg,,,Thu Mar 05 21:43:44 +0800 2026,财联社（https://www.cls.cn）官方微博,34,15,5
人工智能,5272844598778494,【#米莱发特朗普变没马杜罗与哈梅内伊AI视频#】4日，阿根廷总统米莱在社交平台发布一段人工智能生成的视频，画面中，美国总统特朗普以“魔术师”形象出现，将委内瑞拉总统马杜罗与伊朗最高领袖哈梅内伊置于红布之下。随后，在意大利总理梅洛尼、萨尔瓦多总统布克莱、以色列总理内塔尼亚胡及米莱本人的 ...全文,,无,"https://f.video.weibocdn.com/o0/NebbFCXOlx08vNRaIUG40104120034Od0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772729231&ssig=fR74GOak%2FI&KID=unistore,video",,Wed Mar 04 20:33:00 +0800 2026,Ruptly国际新闻视频通讯社,205,40,36
人工智能,5273224721729009,#开检播报##两会看检察# 【#见字如面检察工作解码#｜智：以“数”赋能高质效】“十五五”规划建议提出“全面实施‘人工智能+’行动”“全方位赋能千行百业”，并部署“推进政法工作数字化平台建设，强化跨部门执法司法协同和监督”等任务。2026年的全国检察长会议强调，推动“数字检察”向“数智检察” ...全文,,无,,,Thu Mar 05 21:43:28 +0800 2026,山东省菏泽经济开发区人民检察院官方微博,6,0,1
