关键词,微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
大模型,5272763533101059,#阿里高层出面挽留林俊旸#非议挺多的，有的说被优化了，有的说跳槽了，还有的说跳槽了。。。。 白鸽礼赞-L的微博视频 ,,无,"https://f.video.weibocdn.com/o0/4jL1HtCglx08vNI3xOkE010412007Uyd0E010.mp4?label=mp4_hd&template=540x960.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731289&ssig=4QZNPWJ1bo&KID=unistore,video",,Wed Mar 04 15:10:52 +0800 2026,搞笑幽默博主,35,0,1
大模型,5272761465310657,#阿里高层出面挽留林俊旸#千问刚被马斯克点赞没多久，核心人物就传出要走，阿里高层连夜出面挽留。顶尖AI人才走到哪都是香饽饽。这次能不能留住，对阿里大模型接下来的走向影响太大了。 ,,无,,,Wed Mar 04 15:02:39 +0800 2026,母婴育儿博主,20,0,3
大模型,5272715502291046,【养OpenClaw大龙虾的token噩梦，居然被阿里给治好了】 #ai超级工厂#  #OPENCLAW#  #Qwen#  #大模型#  3月3日消息，阿里巴巴昨晚再度开源千问3.5系列模型，这次是4款小尺寸模型。其中最小的0.8B 和2B两款，体积极小，推理速度极快，适合移动设备、IoT 边缘设备部署，以及低延时的实时交互场景。4B的这 ...全文,,无,"https://f.video.weibocdn.com/o0/YuMrEzpnlx08vNl9MWrm01041200XYfs0E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731328&ssig=kAs0dhwSQB&KID=unistore,video",,Wed Mar 04 12:00:01 +0800 2026,科技博主,9,5,1
大模型,5272715194008345,【#何小鹏建议推动L2跨越到L4#】#何小鹏2026全国两会建议# 今日上午，小鹏汽车董事长@XP-何小鹏 公布自己的2026两会建议。其中，《关于加快推动自动驾驶技术从L2跨越到L4，完善法规与管理政策的建议》中写道：“随着大模型与高算力的深度应用，自动驾驶技术正从软件定义的功能时代，加速迈向 ...全文,,无,"https://f.video.weibocdn.com/u0/49XfNXmmgx08vNsWRV0k01041200xJT40E010.mp4?label=mp4_hd&template=852x480.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731300&ssig=0FwdOsGZXM&KID=unistore,video",,Wed Mar 04 11:58:47 +0800 2026,新浪科技旗下账号，提供最新的科学新闻，精彩的震撼图片,6,0,1
大模型,5272712954251395,这大学物理老师好像那种资历深厚的博士过来装逼 说三句冒出来一句英文 冒出来ai大模型的软件 感觉说的都很有道理但我听不懂 ,,无,,,Wed Mar 04 11:49:53 +0800 2026,vivo S30,0,0,3
大模型,5272712889239183,现在各种AI工具层出不穷，几乎每家公司都在做自己的大模型，而我们普通人也在用这些工具编写者各种MCP、SKILL、agent、hook，似乎我们也变成了AI工程师，但总感觉这只是一种假象。说到底，我们只是把需求告诉了AI，但我们并不知道AI内部的工作原理，或者只是知道一点浅显的东西，就像是我们在坐飞机 ...全文,,无,,,Wed Mar 04 11:49:38 +0800 2026,微博新知博主 科技博主,3,0,4
大模型,5272711861634031,敢硬刚英伟达？字节清华联手，一招干穿CUDA护城河！ 英伟达打死都想不到，自己守了十几年的CUDA护城河，竟被AI一招干碎了！ 你敢信吗？以前搞CUDA优化，是全球顶级工程师的专属硬骨头，没个十年功底碰都别碰；现在字节+清华的AI随手搓一搓，性能直接把专家按在地上摩擦！ 这俩大佬联手扔出一枚 ...全文,,https://wx4.sinaimg.cn/orj360/006qC3iggy1iaurpecqdxj30hs0nqgpx.jpg,,,Wed Mar 04 11:45:33 +0800 2026,科技博主,5,4,5
大模型,5272710796282155,深夜突发！阿里Qwen负责人林俊旸官宣离开，一句“bye my beloved qwen”看哭AI圈。前一天刚发Qwen3.5获马斯克点赞，转身就告别。网传Gemini背景成员空降、团队架构调整，核心骨干接连出走。阿里AI大模型，迎来关键变局。#阿里Qwen负责人宣布离开##阿里千问地震或因Gemini成员空降##阿里云# ...全文,,https://wx2.sinaimg.cn/orj360/735ea4a2gy1iaurkzjrj1j20wg1ujn0i.jpg,,,Wed Mar 04 11:41:19 +0800 2026,汽车达人 数码博主 微博原创视频博主,51,30,41
大模型,5272705746342317,【#MiniMax上市后首份财报# ：年内亏损18.72亿美元，毛利大增437%】大模型企业MiniMax（稀宇科技）（00100.HK）发布截至2025年12月31日止全年业绩，这也是其上市后的首份财报。财报显示，2025年全年MiniMax总收入为7903.8万美元，同比增长158.9%。其中，AI原生产品收入由2024年的2180.5万美元增加143.4 ...全文,,无,,,Wed Mar 04 11:21:15 +0800 2026,头条文章作者,0,0,1
大模型,5272705375143563,AI agent现在如火如荼，可以自己登录微博、自己发言、查询等等。但微博系统本身还是一个传统软件，它用写死的逻辑去处理发微博、查微博、访问别人主页等操作。畅想一下，在遥远的未来，微博这种服务会是什么样子：它只剩一个大模型了，其他啥都没有。当我想看另一个人的微博，我问AI那个人说了什 ...全文,,无,,,Wed Mar 04 11:19:46 +0800 2026,iPhone 17,2,0,4
大模型,5272704030606953,英伟达 GTC 2026 定档！全球 AI 算力风向标即将来袭英伟达正式宣布，将于 2026 年 3 月 16 日至 19 日在美国加州举办年度 GTC 大会。作为全球 AI 与算力领域最具影响力的技术盛会，本届大会备受行业关注，预计将集中展示 GPU 架构、AI 大模型、自动驾驶及超算集群等最新成果。业内普遍预测，英伟达将 ...全文,,https://wx2.sinaimg.cn/orj360/008qUwlBgy1iauqss2axxj31b80qak6l.jpg,,,Wed Mar 04 11:14:26 +0800 2026,Xiaomi 15,0,0,1
大模型,5272702686594686,【#AI医疗进入规模化落地期# ：影像诊断提升30%，成医生“最强助手”】从“5秒回溯数据、1分钟写病历”到“3分钟揪出主动脉夹层”，AI正在重塑中国医疗一线场景。最新数据显示：⚡ 效率革命：北京大学深圳医院ICU借助启元大模型，全流程数据回溯提速至秒级；西安市北方医院AI将主动脉夹层影像诊断 ...全文,,无,,,Wed Mar 04 11:09:05 +0800 2026,头条文章作者,12,2,2
大模型,5272702526686394,正月品鉴的美食们元宵夜和同事们在万寿宫晃悠，人真的太多啦……和老A谈论了一晚上近期的AI大模型发展，光是去年年末和今年年初的科技界大动作就目不暇接了，科技发展是有点太快了……本混子都有点不安了…… ,,"https://wx1.sinaimg.cn/orj360/006TAoovgy1iauqjz5hs8j34eo3b0b2e.jpg,https://wx4.sinaimg.cn/orj360/006TAoovgy1iauqk3pek9j34eo3b0qv8.jpg,https://wx3.sinaimg.cn/orj360/006TAoovgy1iauqk7zf4bj34eo2zxkjp.jpg,https://wx3.sinaimg.cn/orj360/006TAoovgy1iauql9ptk8j34eo3b0b2d.jpg,https://wx3.sinaimg.cn/orj360/006TAoovgy1iauqldv77fj34eo3b0e85.jpg,https://wx3.sinaimg.cn/orj360/006TAoovgy1iauqlhrco7j34eo3b0qv8.jpg,https://wx4.sinaimg.cn/orj360/006TAoovgy1iauqkcbpbcj34eo3b0u11.jpg,https://wx3.sinaimg.cn/orj360/006TAoovgy1iauqkhep9uj34eo3b0qv9.jpg,https://wx1.sinaimg.cn/orj360/006TAoovgy1iauqklrs1cj34eo3b0qva.jpg",,,Wed Mar 04 11:08:27 +0800 2026,iPhone客户端,7,0,5
大模型,5272683282433286,#阿里Qwen负责人宣布离开#阿里巴巴开源大模型Qwen技术负责人林俊旸（1993年生，阿里最年轻P10技术高管）在Qwen3.5小模型开源次日，于社交平台发文“me stepping down. bye my beloved qwen”，确认卸任技术负责人职务。其未透露是否离开阿里，官方亦未回应。 除林俊旸外，后训练负责人郁博文、Qwen ...全文,,无,,,Wed Mar 04 09:51:59 +0800 2026,科技博主,121,2,32
大模型,5272700403844008,阿里新开源的千问3.5小模型，被马斯克点赞了。 🤔这事儿有意思的点不在于“马斯克点赞”这个标签，而在于他赞的那个词——“智能密度”。我琢磨了一下，这词挺准。这次开源的4款模型，主打一个小尺寸、高性能。最小的才0.8B和2B参数，体积小到能跑在手机、智能家居甚至物联网设备上，推理速度肯 ...全文,,"https://wx3.sinaimg.cn/orj360/8ba50107gy1iauppv5krqj216o1zne82.jpg,https://wx1.sinaimg.cn/orj360/8ba50107gy1iaupq1ljb2j216o20hnpd.jpg,https://wx3.sinaimg.cn/orj360/8ba50107gy1iaupq88o85j216o2021ky.jpg,https://wx3.sinaimg.cn/orj360/8ba50107gy1iaupqe4ei3j216o1zpb2a.jpg",,,Wed Mar 04 11:00:01 +0800 2026,科技博主 超话小主持人（科技超话）,13,0,1
大模型,5272697111579353,为什么越来越多年轻人选择国产AI 人间理想的微博视频 ,,无,"https://f.video.weibocdn.com/o0/qTQsCNP8lx08vNpWBIbS010412008e5r0E010.mp4?label=mp4_hd&template=540x720.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1772731342&ssig=ssbycavkNf&KID=unistore,video",,Wed Mar 04 10:46:56 +0800 2026,情感博主,2054,623,21
大模型,5272698823639389,#建议给中小微企业发AI服务券#【全国政协委员#翟美卿建议政府发AI服务券#，降低企业数字化成本】3月3日，住粤全国政协委员搭乘航班启程赴京，出席即将召开的全国政协十四届四次会议。全国政协委员、香江集团董事长翟美卿此次带来多份重点提案，如聚焦实施“AI SaaS服务券”制度以推动人工智能普惠中小 ...全文,,"https://wx1.sinaimg.cn/orj360/001N5HFOgy1iauq0uce6jj60ozcmu1kz02.jpg,https://wx1.sinaimg.cn/orj360/001N5HFOgy1iauq0wsokgj60m80xc0ue02.jpg",,,Wed Mar 04 10:53:44 +0800 2026,南都湾财社官方微博,1,0,1
大模型,5272698222806908,大胆预测下未来的生活以后一周居家办公三天，一周去公司上班一天，休息三天，上四休三大部分的软件电脑的工作被AI取代比如以后的工作节奏可能是，早上上班五分钟和自己的类脑Agent和不同模块的员工Agent开个会，今天要完成什么工作，验收指标是什么，每天开个日会，督促下Agent的工作再往后发展 ...全文,,无,,,Wed Mar 04 10:51:21 +0800 2026,机器人超话,0,0,3
大模型,5272697411995897,【#美军用Claude介入对伊战争 AI参战意味着什么？#】#美伊冲突##Claude# 《华尔街日报》近日一则报导称，美军在对伊朗空袭行动中使用美国 AI 企业 Anthropic 大模型 Claude 进行情报评估、目标识别以及作战场景模拟，引发全球科技与军事领域的强烈震动，不仅揭示 AI 技术在现代战争中的深度应用，更 ...全文,,https://wx4.sinaimg.cn/orj360/00221ubBly1iauq1nclr5j60p00gon4e02.jpg,,,Wed Mar 04 10:48:08 +0800 2026,集成电路社区集微网官方微博,1,5,1
大模型,5272696164450376,【#MWC哪些科技指明了未来#？】  每年MWC都在见证“科幻”变成“现实”的时刻。今年的MWC，我们看到三折叠屏突破物理极限，AI大模型深入终端侧，卫星通信从概念走向量产，这些AI能力、影像技术、通信创新，也许在不久的将来，就会成为我们习以为常的日常。你觉得哪项MWC新科技最有可能改变未来？ ...全文,,https://wx4.sinaimg.cn/orj360/002bblpfgy1iaupxx4w2sj616o0sg1ky02.jpg,,,Wed Mar 04 10:43:09 +0800 2026,微博数码官方微博,56,78,5
大模型,5272494600880432,iCAR V27终于要上市了！定在3月13日今天发布会上，iCAR展示了地平线HSD方案的超级猎鹰700+辅助驾驶系统，征程6P芯片➕27颗传感器，不依赖高精地图，端到端架构➕VLM大模型，都是针对于复杂路况驾驶辅助、泊车、掉头做的支持。这车我之前去店里看了，内饰挺棒，大空间、增程、1200km+综合续航、i-AW ...全文,,"https://wx4.sinaimg.cn/orj360/7fb8e873ly1iau2lmoe8ej20xc0iatgm.jpg,https://wx2.sinaimg.cn/orj360/7fb8e873ly1iau2lm4uhqj20xc0id440.jpg,https://wx2.sinaimg.cn/orj360/7fb8e873ly1iau2lmblvgj20xc0im7b5.jpg,https://wx4.sinaimg.cn/orj360/7fb8e873ly1iau2lmh7q5j20xc0inads.jpg,https://wx4.sinaimg.cn/orj360/7fb8e873ly1iau2lohs6bj26bk47su11.jpg,https://wx4.sinaimg.cn/orj360/7fb8e873ly1iau2lqh6ewj265443hnph.jpg,https://wx1.sinaimg.cn/orj360/7fb8e873ly1iau2lxtwj2j24202pc7wl.jpg,https://wx1.sinaimg.cn/orj360/7fb8e873ly1iau2llsnxqj23mw2f9u10.jpg,https://wx4.sinaimg.cn/orj360/7fb8e873ly1iau2ltvmewj24mw33ahdx.jpg",,,Tue Mar 03 21:22:13 +0800 2026,汽车博主,10,0,3
大模型,5272694383968878,3月3日晚10点半，云谷教育公众号发文称，阿里和蚂蚁最核心的管理团队来到云谷......“马老师和他们一起与校长老师们交流了一个多小时，探讨AI带来的挑战和机会。”阵容可谓相当豪华，包括：阿里巴巴集团主席蔡崇信、CEO吴泳铭、风险委员会主席邵晓锋、电商事业群CEO蒋凡，蚂蚁集团董事长井贤栋和CEO韩 ...全文,,"https://wx4.sinaimg.cn/orj360/007wkUAqly1iaup843kamj30oo0q4dnn.jpg,https://wx4.sinaimg.cn/orj360/007wkUAqly1iaup87v1qnj30zk0q943e.jpg,https://wx2.sinaimg.cn/orj360/007wkUAqly1iaupc1qs07j30jq0knjyd.jpg,https://wx4.sinaimg.cn/orj360/007wkUAqly1iaupp2dtjmj30x70qb44a.jpg,https://wx4.sinaimg.cn/orj360/007wkUAqly1iaupp43c6qj30tz1k70zh.jpg",,,Wed Mar 04 10:36:06 +0800 2026,知未科技官方微博,32,5,32
大模型,5272693052280623,3月4日，截至10时20分，信创ETF基金（$华宝中证信息技术应用创新产业ETF$）盘中表现活跃，场内价格上涨2.0%，成交额为88.75万元，基金最新规模为1.05亿元。成份股方面，佰维存储涨停，表现最为突出。另一方面，云天励飞和新点软件表现较弱，跌幅分别为-3.46%和-1.1%。消息面上，国家发展改革委等八 ...全文,,无,,,Wed Mar 04 10:30:48 +0800 2026,HUAWEI Pura 70 Pro,5,0,2
大模型,5272493003901310,为什么都说 Claude 贵，但又都说好？⸻这几天准备把Openclaw分层引入不同的token调用，发现大家一致觉得 Claude 最强悍，但价格又确实贵。发现最直接的原因就是，Claude 选择的是 Dense 架构，而不是 MoE 架构。当前主流大模型，大致分两种架构：1、Dense（稠密模型）：每一次推理，模 ...全文,,无,,,Tue Mar 03 21:15:53 +0800 2026,资深电动车达人,30,6,11
大模型,5272493003901310,为什么都说 Claude 贵，但又都说好？⸻这几天准备把Openclaw分层引入不同的token调用，发现大家一致觉得 Claude 最强悍，但价格又确实贵。发现最直接的原因就是，Claude 选择的是 Dense 架构，而不是 MoE 架构。当前主流大模型，大致分两种架构：1、Dense（稠密模型）：每一次推理，模 ...全文,,无,,,Tue Mar 03 21:15:53 +0800 2026,资深电动车达人,30,6,11
大模型,5272689119861596,我问 AI，从人类整体来看，人类的语言能表达大脑思维的百分之多少比例？Gemini 和 DeepSeek 的回答都是约 15%。我又问，现在的大模型 AI 最大的语料库就是语言和文字，是不是可以理解，它只能达到人类智能的 15%？答案没那么简单，首先虽然语言只占思维的 15%，但它不是普通的 15%，它是人类大脑经 ...全文,,无,,,Wed Mar 04 10:15:11 +0800 2026,微博新知博主,0,0,1
大模型,5272688911712566,看到一个遥远的大模型软件的名字。 ,,https://wx1.sinaimg.cn/orj360/a7e5f88bgy1iau8zaxxktj20qo0gg3zv.jpg,,,Wed Mar 04 10:14:21 +0800 2026,微博新知博主 汽车博主 微博原创视频博主,11,6,9
大模型,5272687816745821,#AI大百科#大模型的“幻觉”指什么？  网页链接 ,,无,,,Wed Mar 04 10:10:00 +0800 2026,新浪新闻AI频道官方微博,100,3,1
大模型,5272686563691688,#千问灵魂人物传闻离职#：阿里最年轻P10林俊旸或将“深潜”，大模型下半场的人才暗战已至巅峰！ 🧠2026年3月3日，大模型圈爆出重磅传闻：通义千问核心负责人、阿里史上最年轻的P10级别技术大牛林俊旸（Justin）或将离开阿里巴巴。作为通义系列大模型的“技术大脑”，林俊旸曾主导了从Qwen初代码到R ...全文,,https://wx4.sinaimg.cn/orj360/6e5d2935ly1iauosra7lfj20fa0mx0yg.jpg,,,Wed Mar 04 10:05:01 +0800 2026,连线家官方微博,38,11,3
大模型,5272685803734617,他们说，未来的人形机器人会越来越聪明。环境感知更敏锐，地形适应更灵活，甚至能在杂乱无章的仓库里自己找路，在瞬息万变的装配线上随机应变。这话我信。算法在迭代，传感器在升级，大模型正在赋予机器一副越来越“懂事”的大脑。可问题是——当它们终于学会识别成千上万种零件时，当它们终于能在湿 ...全文,,无,,,Wed Mar 04 10:02:00 +0800 2026,读城博主 科学科普博主,16,1,13
